Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type
ENSSSCG00000005941	KHDRBS3	ENSG00000131773	KHDRBS3	ortholog_one2one
ENSSSCG00000033791	IMPA1	ENSG00000133731	IMPA1	ortholog_one2one
ENSSSCG00000008275	TTC31	ENSG00000115282	TTC31	ortholog_one2one
ENSSSCG00000013335	LGR4	ENSG00000205213	LGR4	ortholog_one2one
ENSSSCG00000005975	MTSS1	ENSG00000170873	MTSS1	ortholog_one2one
ENSSSCG00000006100	VIRMA	ENSG00000164944	VIRMA	ortholog_one2one
ENSSSCG00000005944	NDRG1	ENSG00000104419	NDRG1	ortholog_one2one
ENSSSCG00000014173	LNPEP	ENSG00000113441	LNPEP	ortholog_one2one
ENSSSCG00000024290	RAD54B	ENSG00000197275	RAD54B	ortholog_one2one
ENSSSCG00000013336	CCDC34	ENSG00000109881	CCDC34	ortholog_one2one
ENSSSCG00000040681	FABP4	ENSG00000170323	FABP4	ortholog_one2one
ENSSSCG00000005976	NDUFB9	ENSG00000147684	NDUFB9	ortholog_one2one
ENSSSCG00000005946	CCN4	ENSG00000104415	CCN4	ortholog_one2one
ENSSSCG00000013337	BBOX1	ENSG00000129151	BBOX1	ortholog_one2one
ENSSSCG00000033728	FABP9	ENSG00000205186	FABP9	ortholog_one2one
ENSSSCG00000053802		ENSG00000261667	LY6L	ortholog_one2one
ENSSSCG00000059744				
ENSSSCG00000034018				
ENSSSCG00000006957	RHPN1	ENSG00000158106	RHPN1	ortholog_one2one
ENSSSCG00000057311				
ENSSSCG00000037501	FANCF	ENSG00000183161	FANCF	ortholog_one2one
ENSSSCG00000006105	GEM	ENSG00000164949	GEM	ortholog_one2one
ENSSSCG00000048514				
ENSSSCG00000006958	TOP1MT	ENSG00000184428	TOP1MT	ortholog_one2one
ENSSSCG00000022592	FIBIN	ENSG00000176971	FIBIN	ortholog_one2one
ENSSSCG00000006106	CDH17	ENSG00000079112	CDH17	ortholog_one2one
ENSSSCG00000030603	TATDN1	ENSG00000147687	TATDN1	ortholog_one2one
ENSSSCG00000023396	LIX1	ENSG00000145721	LIX1	ortholog_one2one
ENSSSCG00000045989				
ENSSSCG00000052450				
ENSSSCG00000036529		ENSG00000058729	RIOK2	ortholog_one2one
ENSSSCG00000006959	ZNF696	ENSG00000185730	ZNF696	ortholog_one2one
ENSSSCG00000054134				
ENSSSCG00000062472				
ENSSSCG00000014176	RGMB	ENSG00000174136	RGMB	ortholog_one2one
ENSSSCG00000059910				
ENSSSCG00000036441	PMP2	ENSG00000147588	PMP2	ortholog_one2one
ENSSSCG00000054546				
ENSSSCG00000052837				
ENSSSCG00000060722				
ENSSSCG00000062761				
ENSSSCG00000045385				
ENSSSCG00000039881	GLI4	ENSG00000250571	GLI4	ortholog_one2one
ENSSSCG00000061153				
ENSSSCG00000058764				
ENSSSCG00000054140				
ENSSSCG00000024412	RNF139	ENSG00000170881	RNF139	ortholog_one2one
ENSSSCG00000061087				
ENSSSCG00000014177	CHD1	ENSG00000153922	CHD1	ortholog_one2one
ENSSSCG00000054084				
ENSSSCG00000006107	PDP1	ENSG00000164951	PDP1	ortholog_one2one
ENSSSCG00000061718				
ENSSSCG00000057905				
ENSSSCG00000059940				
ENSSSCG00000022257	HHLA1	ENSG00000132297	HHLA1	ortholog_one2one
ENSSSCG00000053678				
ENSSSCG00000040731	TMEM65	ENSG00000164983	TMEM65	ortholog_one2one
ENSSSCG00000006143	CA13	ENSG00000185015	CA13	ortholog_one2one
ENSSSCG00000057345				
ENSSSCG00000060559				
ENSSSCG00000058591				
ENSSSCG00000060387				
ENSSSCG00000058319				
ENSSSCG00000054048				
ENSSSCG00000057172				
ENSSSCG00000056710				
ENSSSCG00000055286				
ENSSSCG00000005954	OC90	ENSG00000253117	OC90	ortholog_one2one
ENSSSCG00000062557				
ENSSSCG00000055890				
ENSSSCG00000059802				
ENSSSCG00000054971				
ENSSSCG00000059615				
ENSSSCG00000045492				
ENSSSCG00000033333	FER1L6	ENSG00000214814	FER1L6	ortholog_one2one
ENSSSCG00000006108	TMEM67	ENSG00000164953	TMEM67	ortholog_one2one
ENSSSCG00000059952				
ENSSSCG00000059650				
ENSSSCG00000054312				
ENSSSCG00000041676		ENSG00000226572	SNORD57	ortholog_one2one
ENSSSCG00000005955	EFR3A	ENSG00000132294	EFR3A	ortholog_one2one
ENSSSCG00000019003	U6			
ENSSSCG00000043764	SNORA70	ENSG00000202379	SNORA70	ortholog_one2many
ENSSSCG00000048893				
ENSSSCG00000052227	RBIS	ENSG00000176731	RBIS	ortholog_one2one
ENSSSCG00000006203	COPS5	ENSG00000121022	COPS5	ortholog_one2one
ENSSSCG00000060211	U6			
ENSSSCG00000024424	FAM91A1	ENSG00000176853	FAM91A1	ortholog_one2one
ENSSSCG00000018819		ENSG00000207407		ortholog_one2one
ENSSSCG00000014179	FAM174A	ENSG00000174132	FAM174A	ortholog_one2one
ENSSSCG00000006145	E2F5	ENSG00000133740	E2F5	ortholog_one2one
ENSSSCG00000053070	U6	ENSG00000252710	RNU6-295P	ortholog_one2one
ENSSSCG00000035539	ST8SIA4	ENSG00000113532	ST8SIA4	ortholog_one2one
ENSSSCG00000008270	CCDC142	ENSG00000135637	CCDC142	ortholog_one2one
ENSSSCG00000049923				
ENSSSCG00000005979	ANXA13	ENSG00000104537	ANXA13	ortholog_one2one
ENSSSCG00000057727				
ENSSSCG00000014140	GPR150	ENSG00000178015	GPR150	ortholog_one2one
ENSSSCG00000060338				
ENSSSCG00000022786	MOGS	ENSG00000115275	MOGS	ortholog_one2one
ENSSSCG00000062798				
ENSSSCG00000048636				
ENSSSCG00000006204	PPP1R42	ENSG00000178125	PPP1R42	ortholog_one2one
ENSSSCG00000048137				
ENSSSCG00000050826				
ENSSSCG00000042106				
ENSSSCG00000006146	LRRCC1	ENSG00000133739	LRRCC1	ortholog_one2one
ENSSSCG00000047760				
ENSSSCG00000056669				
ENSSSCG00000056768				
ENSSSCG00000062251				
ENSSSCG00000006110	RBM12B	ENSG00000183808	RBM12B	ortholog_one2one
ENSSSCG00000061238				
ENSSSCG00000049935	TCF24	ENSG00000261787	TCF24	ortholog_one2one
ENSSSCG00000052606				
ENSSSCG00000051144				
ENSSSCG00000035061	WBP1	ENSG00000239779	WBP1	ortholog_one2one
ENSSSCG00000052954				
ENSSSCG00000055306				
ENSSSCG00000006205		ENSG00000178460	MCMDC2	ortholog_one2one
ENSSSCG00000054552				
ENSSSCG00000060328				
ENSSSCG00000037963				
ENSSSCG00000056256				
ENSSSCG00000047123				
ENSSSCG00000058841				
ENSSSCG00000062672				
ENSSSCG00000062956				
ENSSSCG00000035521	KLHL38	ENSG00000175946	KLHL38	ortholog_one2one
ENSSSCG00000055939				
ENSSSCG00000008287	INO80B	ENSG00000115274	INO80B	ortholog_one2one
ENSSSCG00000060460				
ENSSSCG00000037733	TRIQK	ENSG00000205133	TRIQK	ortholog_one2one
ENSSSCG00000006206	SGK3	ENSG00000104205	SGK3	ortholog_one2one
ENSSSCG00000055697				
ENSSSCG00000056558				
ENSSSCG00000059037				
ENSSSCG00000054777				
ENSSSCG00000063087				
ENSSSCG00000059595				
ENSSSCG00000006147				
ENSSSCG00000055580				
ENSSSCG00000062833				
ENSSSCG00000053491				
ENSSSCG00000005981	FBXO32	ENSG00000156804	FBXO32	ortholog_one2one
ENSSSCG00000046234		ENSG00000188643	S100A16	ortholog_one2many
ENSSSCG00000063488				
ENSSSCG00000006209	VCPIP1	ENSG00000175073	VCPIP1	ortholog_one2one
ENSSSCG00000055763				
ENSSSCG00000008281	RTKN	ENSG00000114993	RTKN	ortholog_one2one
ENSSSCG00000049545				
ENSSSCG00000062965				
ENSSSCG00000059345				
ENSSSCG00000042228				
ENSSSCG00000060461				
ENSSSCG00000027872	MYBL1	ENSG00000185697	MYBL1	ortholog_one2one
ENSSSCG00000045323				
ENSSSCG00000042758				
ENSSSCG00000053934				
ENSSSCG00000042485				
ENSSSCG00000045543				
ENSSSCG00000053824				
ENSSSCG00000058497				
ENSSSCG00000006148				
ENSSSCG00000056059				
ENSSSCG00000062896				
ENSSSCG00000057814				
ENSSSCG00000055779				
ENSSSCG00000057538				
ENSSSCG00000057887				
ENSSSCG00000062317				
ENSSSCG00000023848	VXN	ENSG00000169085	VXN	ortholog_one2one
ENSSSCG00000058355				
ENSSSCG00000048429				
ENSSSCG00000055932				
ENSSSCG00000051568				
ENSSSCG00000059317				
ENSSSCG00000055792				
ENSSSCG00000052200				
ENSSSCG00000061911				
ENSSSCG00000058489				
ENSSSCG00000057965				
ENSSSCG00000058374				
ENSSSCG00000053102				
ENSSSCG00000051130				
ENSSSCG00000058010				
ENSSSCG00000062992				
ENSSSCG00000057388				
ENSSSCG00000046723				
ENSSSCG00000042179				
ENSSSCG00000056819				
ENSSSCG00000045217				
ENSSSCG00000050235				
ENSSSCG00000023111	U6			
ENSSSCG00000050241				
ENSSSCG00000006213	ADHFE1	ENSG00000147576	ADHFE1	ortholog_one2one
ENSSSCG00000045807	U2	ENSG00000222231	RNU2-54P	ortholog_one2one
ENSSSCG00000062341				
ENSSSCG00000043956				
ENSSSCG00000061221				
ENSSSCG00000053001				
ENSSSCG00000005982		ENSG00000156795	NTAQ1	ortholog_one2many
ENSSSCG00000006149	RALYL	ENSG00000184672	RALYL	ortholog_one2one
ENSSSCG00000053291				
ENSSSCG00000060089				
ENSSSCG00000046637				
ENSSSCG00000060920				
ENSSSCG00000053707				
ENSSSCG00000056087				
ENSSSCG00000056399				
ENSSSCG00000035891	ADGRB1	ENSG00000181790	ADGRB1	ortholog_one2one
ENSSSCG00000061891				
ENSSSCG00000061351				
ENSSSCG00000062691				
ENSSSCG00000050430				
ENSSSCG00000057218				
ENSSSCG00000038647				
ENSSSCG00000005983	ATAD2	ENSG00000156802	ATAD2	ortholog_one2one
ENSSSCG00000058595				
ENSSSCG00000051779				
ENSSSCG00000056523				
ENSSSCG00000042115				
ENSSSCG00000055302				
ENSSSCG00000006215	CRH	ENSG00000147571	CRH	ortholog_one2one
ENSSSCG00000058997				
ENSSSCG00000063458				
ENSSSCG00000043857				
ENSSSCG00000021744	C8orf76	ENSG00000189376	C8orf76	ortholog_one2one
ENSSSCG00000006216	TRIM55	ENSG00000147573	TRIM55	ortholog_one2one
ENSSSCG00000034945				
ENSSSCG00000019338		ENSG00000251922		ortholog_one2one
ENSSSCG00000019169	U6			
ENSSSCG00000019800		ENSG00000212421		ortholog_one2one
ENSSSCG00000054644	U6			
ENSSSCG00000000522	NAP1L1	ENSG00000187109	NAP1L1	ortholog_one2one
ENSSSCG00000027320	SLC4A5	ENSG00000188687	SLC4A5	ortholog_one2one
ENSSSCG00000005986	FAM83A	ENSG00000147689	FAM83A	ortholog_one2one
ENSSSCG00000036051	U6			
ENSSSCG00000053623	U6	ENSG00000207010	RNU6-318P	ortholog_one2many
ENSSSCG00000053596		ENSG00000188343	CIBAR1	ortholog_one2one
ENSSSCG00000006217	DNAJC5B	ENSG00000147570	DNAJC5B	ortholog_one2one
ENSSSCG00000013683				
ENSSSCG00000006218	PDE7A	ENSG00000205268	PDE7A	ortholog_one2one
ENSSSCG00000049444				
ENSSSCG00000056270		ENSG00000175768	TOMM5	ortholog_one2many
ENSSSCG00000040208	PAG1	ENSG00000076641	PAG1	ortholog_one2one
ENSSSCG00000005984	ZHX1	ENSG00000165156	ZHX1	ortholog_one2one
ENSSSCG00000035826				
ENSSSCG00000057295				
ENSSSCG00000055115				
ENSSSCG00000054606				
ENSSSCG00000006219	MTFR1	ENSG00000066855	MTFR1	ortholog_one2one
ENSSSCG00000047619				
ENSSSCG00000050724				
ENSSSCG00000008446	SIX2	ENSG00000170577	SIX2	ortholog_one2one
ENSSSCG00000022989	ZNF704	ENSG00000164684	ZNF704	ortholog_one2one
ENSSSCG00000054948				
ENSSSCG00000039283	SIX3	ENSG00000138083	SIX3	ortholog_one2one
ENSSSCG00000060440				
ENSSSCG00000006220	ARMC1	ENSG00000104442	ARMC1	ortholog_one2one
ENSSSCG00000029593	FOXN2	ENSG00000170802	FOXN2	ortholog_one2one
ENSSSCG00000051417				
ENSSSCG00000041624				
ENSSSCG00000022092	CYP7B1	ENSG00000172817	CYP7B1	ortholog_one2one
ENSSSCG00000042468				
ENSSSCG00000053944				
ENSSSCG00000050230				
ENSSSCG00000029485	FBXO11	ENSG00000138081	FBXO11	ortholog_one2one
ENSSSCG00000042095				
ENSSSCG00000061727				
ENSSSCG00000048833				
ENSSSCG00000006155	ZBTB10	ENSG00000205189	ZBTB10	ortholog_one2one
ENSSSCG00000006214	RRS1	ENSG00000179041	RRS1	ortholog_one2one
ENSSSCG00000057487				
ENSSSCG00000058424				
ENSSSCG00000059145	BHLHE22	ENSG00000180828	BHLHE22	ortholog_one2one
ENSSSCG00000063449				
ENSSSCG00000055156				
ENSSSCG00000020931	MSH6	ENSG00000116062	MSH6	ortholog_one2one
ENSSSCG00000062811				
ENSSSCG00000060821				
ENSSSCG00000045505				
ENSSSCG00000058295				
ENSSSCG00000052390				
ENSSSCG00000043937				
ENSSSCG00000053276				
ENSSSCG00000060779				
ENSSSCG00000043466				
ENSSSCG00000047533				
ENSSSCG00000062005				
ENSSSCG00000063085				
ENSSSCG00000054454				
ENSSSCG00000036022		ENSG00000171045	TSNARE1	ortholog_one2one
ENSSSCG00000053811				
ENSSSCG00000063528				
ENSSSCG00000052959				
ENSSSCG00000057150				
ENSSSCG00000042993				
ENSSSCG00000049461				
ENSSSCG00000055884				
ENSSSCG00000057844				
ENSSSCG00000047792				
ENSSSCG00000059233				
ENSSSCG00000043078				
ENSSSCG00000042029				
ENSSSCG00000060868				
ENSSSCG00000032321	MGAT4C	ENSG00000182050	MGAT4C	ortholog_one2one
ENSSSCG00000052404				
ENSSSCG00000056330				
ENSSSCG00000041045				
ENSSSCG00000061090				
ENSSSCG00000059074				
ENSSSCG00000056253				
ENSSSCG00000057552				
ENSSSCG00000055039				
ENSSSCG00000041293				
ENSSSCG00000045549				
ENSSSCG00000058158				
ENSSSCG00000061520				
ENSSSCG00000052632				
ENSSSCG00000062991	KCNK12	ENSG00000184261	KCNK12	ortholog_one2one
ENSSSCG00000061321				
ENSSSCG00000062219				
ENSSSCG00000035495	KITLG	ENSG00000049130	KITLG	ortholog_one2one
ENSSSCG00000062212				
ENSSSCG00000046722				
ENSSSCG00000005943	ST3GAL1	ENSG00000008513	ST3GAL1	ortholog_one2one
ENSSSCG00000050604				
ENSSSCG00000053861				
ENSSSCG00000048085				
ENSSSCG00000057902				
ENSSSCG00000058806				
ENSSSCG00000008428	MSH2	ENSG00000095002	MSH2	ortholog_one2one
ENSSSCG00000063117				
ENSSSCG00000054758				
ENSSSCG00000042827				
ENSSSCG00000049754				
ENSSSCG00000043934				
ENSSSCG00000055401				
ENSSSCG00000054866				
ENSSSCG00000060132				
ENSSSCG00000052270				
ENSSSCG00000057106				
ENSSSCG00000056584				
ENSSSCG00000000927	TMTC3	ENSG00000139324	TMTC3	ortholog_one2one
ENSSSCG00000058849				
ENSSSCG00000063369				
ENSSSCG00000005948	TG	ENSG00000042832	TG	ortholog_one2one
ENSSSCG00000006162	ZC2HC1A	ENSG00000104427	ZC2HC1A	ortholog_one2one
ENSSSCG00000041375				
ENSSSCG00000053738				
ENSSSCG00000055711				
ENSSSCG00000048671				
ENSSSCG00000039702				
ENSSSCG00000061565				
ENSSSCG00000057048				
ENSSSCG00000056820				
ENSSSCG00000060332				
ENSSSCG00000047133				
ENSSSCG00000062654				
ENSSSCG00000043433				
ENSSSCG00000059708				
ENSSSCG00000044016				
ENSSSCG00000058652				
ENSSSCG00000062322				
ENSSSCG00000048406				
ENSSSCG00000045879				
ENSSSCG00000061035				
ENSSSCG00000018868	SNORD87	ENSG00000254341	SNORD87	ortholog_one2one
ENSSSCG00000018586				
ENSSSCG00000018503	U6	ENSG00000207004	RNU6-301P	ortholog_one2many
ENSSSCG00000005949	SLA	ENSG00000155926	SLA	ortholog_one2one
ENSSSCG00000053919				
ENSSSCG00000060447	U6	ENSG00000206960	RNU6-793P	ortholog_one2many
ENSSSCG00000060447	U6	ENSG00000222338	RNU6-174P	ortholog_one2many
ENSSSCG00000052201		ENSG00000186010	NDUFA13	ortholog_one2many
ENSSSCG00000062763	U6	ENSG00000201182	RNU6-670P	ortholog_one2many
ENSSSCG00000061377				
ENSSSCG00000051781				
ENSSSCG00000057468				
ENSSSCG00000019505	ssc-mir-124a-1	ENSG00000207816	MIR124-2	ortholog_one2one
ENSSSCG00000046151				
ENSSSCG00000050281				
ENSSSCG00000049968				
ENSSSCG00000000926	CEP290	ENSG00000198707	CEP290	ortholog_one2one
ENSSSCG00000008429	EPCAM	ENSG00000119888	EPCAM	ortholog_one2one
ENSSSCG00000036495				
ENSSSCG00000005950	PHF20L1	ENSG00000129292	PHF20L1	ortholog_one2one
ENSSSCG00000020779	U6			
ENSSSCG00000006163	PKIA	ENSG00000171033	PKIA	ortholog_one2one
ENSSSCG00000006000	TAF2	ENSG00000064313	TAF2	ortholog_one2one
ENSSSCG00000000523	BBS10	ENSG00000179941	BBS10	ortholog_one2one
ENSSSCG00000048552		ENSG00000240563	L1TD1	ortholog_one2many
ENSSSCG00000008447	CAMKMT	ENSG00000143919	CAMKMT	ortholog_one2one
ENSSSCG00000044703				
ENSSSCG00000051708				
ENSSSCG00000008282	WDR54	ENSG00000005448	WDR54	ortholog_one2one
ENSSSCG00000041325				
ENSSSCG00000027503	OSBPL8	ENSG00000091039	OSBPL8	ortholog_one2one
ENSSSCG00000057461				
ENSSSCG00000023156	C2orf81	ENSG00000284308	C2orf81	ortholog_one2one
ENSSSCG00000053352				
ENSSSCG00000008448	PREPL	ENSG00000138078	PREPL	ortholog_one2one
ENSSSCG00000054878				
ENSSSCG00000061515				
ENSSSCG00000005951	TMEM71	ENSG00000165071	TMEM71	ortholog_one2one
ENSSSCG00000008284				
ENSSSCG00000000925	C12orf29	ENSG00000133641	C12orf29	ortholog_one2one
ENSSSCG00000059204				
ENSSSCG00000056796				
ENSSSCG00000053669				
ENSSSCG00000054234				
ENSSSCG00000058840				
ENSSSCG00000060845				
ENSSSCG00000055721				
ENSSSCG00000000924	C12orf50	ENSG00000165805	C12orf50	ortholog_one2one
ENSSSCG00000062068				
ENSSSCG00000058888				
ENSSSCG00000062426				
ENSSSCG00000046309				
ENSSSCG00000059158				
ENSSSCG00000045252				
ENSSSCG00000060991				
ENSSSCG00000036744	ALX1	ENSG00000180318	ALX1	ortholog_one2one
ENSSSCG00000061448				
ENSSSCG00000005952	DNAAF11	ENSG00000129295	DNAAF11	ortholog_one2one
ENSSSCG00000008449	SLC3A1	ENSG00000138079	SLC3A1	ortholog_one2one
ENSSSCG00000008274	DCTN1	ENSG00000204843	DCTN1	ortholog_one2one
ENSSSCG00000052621				
ENSSSCG00000063037				
ENSSSCG00000054469				
ENSSSCG00000059790				
ENSSSCG00000060836				
ENSSSCG00000000934	LRRIQ1	ENSG00000133640	LRRIQ1	ortholog_one2one
ENSSSCG00000055135				
ENSSSCG00000050145				
ENSSSCG00000005953	KCNQ3	ENSG00000184156	KCNQ3	ortholog_one2one
ENSSSCG00000040399	TSPAN19	ENSG00000231738	TSPAN19	ortholog_one2one
ENSSSCG00000008451	PPM1B	ENSG00000138032	PPM1B	ortholog_one2one
ENSSSCG00000000936	SLC6A15	ENSG00000072041	SLC6A15	ortholog_one2one
ENSSSCG00000031717	ADCY8	ENSG00000155897	ADCY8	ortholog_one2one
ENSSSCG00000019766	U6	ENSG00000207508	RNU6-1237P	ortholog_one2many
ENSSSCG00000054100	U6			
ENSSSCG00000020638	U6	ENSG00000223215	RNU6-607P	ortholog_one2many
ENSSSCG00000020638	U6	ENSG00000252470	RNU6-551P	ortholog_one2many
ENSSSCG00000063261	U6	ENSG00000253026	RNU6-464P	ortholog_one2one
ENSSSCG00000018693	U6	ENSG00000199536	RNU6-315P	ortholog_one2one
ENSSSCG00000034277	ssc-mir-9858			
ENSSSCG00000005880		ENSG00000182307	C8orf33	ortholog_one2one
ENSSSCG00000000940	PPFIA2	ENSG00000139220	PPFIA2	ortholog_one2one
ENSSSCG00000008456	PLEKHH2	ENSG00000152527	PLEKHH2	ortholog_one2one
ENSSSCG00000036160	ZNF250	ENSG00000196150	ZNF250	ortholog_one2one
ENSSSCG00000008289	MTHFD2	ENSG00000065911	MTHFD2	ortholog_one2one
ENSSSCG00000032888				
ENSSSCG00000039221	MOB1A	ENSG00000114978	MOB1A	ortholog_one2one
ENSSSCG00000040854		ENSG00000163170	BOLA3	ortholog_one2one
ENSSSCG00000000939	ACSS3	ENSG00000111058	ACSS3	ortholog_one2one
ENSSSCG00000034031	ZNF16	ENSG00000170631	ZNF16	ortholog_one2one
ENSSSCG00000008452	LRPPRC	ENSG00000138095	LRPPRC	ortholog_one2one
ENSSSCG00000005893	ZNF34	ENSG00000196378	ZNF34	ortholog_one2one
ENSSSCG00000008292	TET3	ENSG00000187605	TET3	ortholog_one2one
ENSSSCG00000040348	LIN7A	ENSG00000111052	LIN7A	ortholog_one2one
ENSSSCG00000008293	DGUOK	ENSG00000114956	DGUOK	ortholog_one2one
ENSSSCG00000029830				
ENSSSCG00000008294	ACTG2	ENSG00000163017	ACTG2	ortholog_one2one
ENSSSCG00000042719				
ENSSSCG00000000937	MYF5	ENSG00000111049	MYF5	ortholog_one2one
ENSSSCG00000026533	MYF6	ENSG00000111046	MYF6	ortholog_one2one
ENSSSCG00000005890	ZNF7	ENSG00000147789	ZNF7	ortholog_one2one
ENSSSCG00000031716	PTPRQ	ENSG00000139304	PTPRQ	ortholog_one2one
ENSSSCG00000008459		ENSG00000115970	THADA	ortholog_one2one
ENSSSCG00000038549	ZFP36L2	ENSG00000152518	ZFP36L2	ortholog_one2one
ENSSSCG00000035123	COMMD5	ENSG00000170619	COMMD5	ortholog_one2one
ENSSSCG00000038660	HAAO	ENSG00000162882	HAAO	ortholog_one2one
ENSSSCG00000021427	DCTN4	ENSG00000132912	DCTN4	ortholog_one2one
ENSSSCG00000022161	ZNF251	ENSG00000198169	ZNF251	ortholog_one2one
ENSSSCG00000005894	ARHGAP39	ENSG00000147799	ARHGAP39	ortholog_one2one
ENSSSCG00000008464	MTA3	ENSG00000057935	MTA3	ortholog_one2one
ENSSSCG00000005895	C8orf82	ENSG00000213563	C8orf82	ortholog_one2one
ENSSSCG00000008465	KCNG3	ENSG00000171126	KCNG3	ortholog_one2one
ENSSSCG00000051093				
ENSSSCG00000005896	LRRC24	ENSG00000254402	LRRC24	ortholog_one2one
ENSSSCG00000008466	COX7A2L	ENSG00000115944	COX7A2L	ortholog_one2one
ENSSSCG00000021371	ZNF300	ENSG00000145908	ZNF300	ortholog_one2one
ENSSSCG00000030451	LRRC14	ENSG00000160959	LRRC14	ortholog_one2one
ENSSSCG00000000932	NTS	ENSG00000133636	NTS	ortholog_one2one
ENSSSCG00000034948	RASSF9	ENSG00000198774	RASSF9	ortholog_one2one
ENSSSCG00000008433	CALM2	ENSG00000143933	CALM2	ortholog_one2one
ENSSSCG00000023231	RBM22	ENSG00000086589	RBM22	ortholog_one2one
ENSSSCG00000025736	RECQL4	ENSG00000160957	RECQL4	ortholog_one2one
ENSSSCG00000055305				
ENSSSCG00000061113				
ENSSSCG00000008467	EML4	ENSG00000143924	EML4	ortholog_one2one
ENSSSCG00000000915	DCN	ENSG00000011465	DCN	ortholog_one2one
ENSSSCG00000033262	CD74	ENSG00000019582	CD74	ortholog_one2one
ENSSSCG00000008300	STAMBP	ENSG00000124356	STAMBP	ortholog_one2one
ENSSSCG00000054578	RPS14	ENSG00000164587	RPS14	ortholog_one2one
ENSSSCG00000032731	NDST1	ENSG00000070614	NDST1	ortholog_one2one
ENSSSCG00000008299		ENSG00000187833	C2orf78	ortholog_one2one
ENSSSCG00000038453	SYNPO	ENSG00000171992	SYNPO	ortholog_one2one
ENSSSCG00000000916	LUM	ENSG00000139329	LUM	ortholog_one2one
ENSSSCG00000000917	KERA	ENSG00000139330	KERA	ortholog_one2one
ENSSSCG00000035729	MYOZ3	ENSG00000164591	MYOZ3	ortholog_one2one
ENSSSCG00000038396				
ENSSSCG00000000918	EPYC	ENSG00000083782	EPYC	ortholog_one2one
ENSSSCG00000039400	CCER1	ENSG00000197651	CCER1	ortholog_one2one
ENSSSCG00000008434	TTC7A	ENSG00000068724	TTC7A	ortholog_one2one
ENSSSCG00000008298	DUSP11	ENSG00000144048	DUSP11	ortholog_one2one
ENSSSCG00000056671	SMIM3	ENSG00000256235	SMIM3	ortholog_one2one
ENSSSCG00000054006				
ENSSSCG00000060733				
ENSSSCG00000045414				
ENSSSCG00000021325	MCFD2	ENSG00000180398	MCFD2	ortholog_one2one
ENSSSCG00000027898	ATP2B1	ENSG00000070961	ATP2B1	ortholog_one2one
ENSSSCG00000008297	TPRKB	ENSG00000144034	TPRKB	ortholog_one2one
ENSSSCG00000034610				
ENSSSCG00000008437	SOCS5	ENSG00000171150	SOCS5	ortholog_one2one
ENSSSCG00000021579		ENSG00000144035	NAT8	ortholog_one2many
ENSSSCG00000021579		ENSG00000204872	NAT8B	ortholog_one2many
ENSSSCG00000037977	ALMS1	ENSG00000116127	ALMS1	ortholog_one2one
ENSSSCG00000049471				
ENSSSCG00000042626				
ENSSSCG00000031580	LLPH	ENSG00000139233	LLPH	ortholog_one2one
ENSSSCG00000042474				
ENSSSCG00000000920	POC1B	ENSG00000139323	POC1B	ortholog_one2one
ENSSSCG00000008440	PIGF	ENSG00000151665	PIGF	ortholog_one2one
ENSSSCG00000000473	TMBIM4	ENSG00000155957	TMBIM4	ortholog_one2one
ENSSSCG00000043102	GALNT4	ENSG00000257594	GALNT4	ortholog_one2one
ENSSSCG00000037910	DUSP6	ENSG00000139318	DUSP6	ortholog_one2one
ENSSSCG00000008453	ABCG8	ENSG00000143921	ABCG8	ortholog_one2one
ENSSSCG00000060151	EGR4	ENSG00000135625	EGR4	ortholog_one2one
ENSSSCG00000024065	TMTC2	ENSG00000179104	TMTC2	ortholog_one2one
ENSSSCG00000045356				
ENSSSCG00000008302	FBXO41	ENSG00000163013	FBXO41	ortholog_one2one
ENSSSCG00000031261	RHOQ	ENSG00000119729	RHOQ	ortholog_one2one
ENSSSCG00000035912	ABCG5	ENSG00000138075	ABCG5	ortholog_one2one
ENSSSCG00000000475	IRAK3	ENSG00000090376	IRAK3	ortholog_one2one
ENSSSCG00000000941	METTL25	ENSG00000127720	METTL25	ortholog_one2one
ENSSSCG00000008443	EPAS1	ENSG00000116016	EPAS1	ortholog_one2one
ENSSSCG00000008303	CCT7	ENSG00000135624	CCT7	ortholog_one2one
ENSSSCG00000038383	DYNC2LI1	ENSG00000138036	DYNC2LI1	ortholog_one2one
ENSSSCG00000038987	CCDC59	ENSG00000133773	CCDC59	ortholog_one2one
ENSSSCG00000050070				
ENSSSCG00000005930	SLC45A4	ENSG00000022567	SLC45A4	ortholog_one2one
ENSSSCG00000042278				
ENSSSCG00000049831				
ENSSSCG00000030831	DENND3	ENSG00000105339	DENND3	ortholog_one2one
ENSSSCG00000062710				
ENSSSCG00000033473				
ENSSSCG00000008444	PRKCE	ENSG00000171132	PRKCE	ortholog_one2one
ENSSSCG00000056254				
ENSSSCG00000055328				
ENSSSCG00000057335				
ENSSSCG00000058222				
ENSSSCG00000059151				
ENSSSCG00000051908				
ENSSSCG00000052590				
ENSSSCG00000051501				
ENSSSCG00000058215				
ENSSSCG00000055390				
ENSSSCG00000044461				
ENSSSCG00000038397	PTK2	ENSG00000169398	PTK2	ortholog_one2one
ENSSSCG00000047986				
ENSSSCG00000052943				
ENSSSCG00000054926				
ENSSSCG00000057104				
ENSSSCG00000061192				
